eventid,iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary
201106110005,2011,6,11,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.009667,71.579994,1,0,"Inside a retail and hotel complex in the Khyber Super Market area of Peshawar, Khyber Pakhtunkhwa, Pakistan.","06/11/2011: On Saturday night around 2250, in the Khyber Super Market area of Peshawar, Khyber Pakhtunkhwa, Pakistan, in one of two related attacks, Tehrik-e-Taliban Pakistan (TTP) militants detonated an improvised explosive device inside a retail and hotel complex, causing an unspecified number of casualties and the hotel collapsed. Minutes later, a 17-year-old suicide bomber on a motorcycle drove up to the outside of the complex where first-responders and on-lookers had gathered and detonated his explosives. In total, at least 35 people were killed and 80 others were injured. Those killed included two journalists working for The News and Pakistan Today. The force of the explosions destroyed over 20 shops near the blast site and the Darra Adamkhel chapter of the TTP claimed responsibility for the attacks in a phone call to The News correspondent in Kohat. He said nobody else but tribal elders from Khyber Agency were the target of the bombings. However, he didn't provide the names of the tribal elders and was unaware if they had been killed. Three suspects were arrested in connection with the attack."
201106110006,2011,6,11,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.009667,71.579994,1,0,"Outside a retail and hotel complex in the Khyber Super Market area of Peshawar, Khyber Pakhtunkhwa, Pakistan.","06/11/2011: On Saturday night around 2250, in the Khyber Super Market area of Peshawar, Khyber Pakhtunkhwa, Pakistan, in one of two related attacks, a 17-year-old Tehrik-e-Taliban Pakistan (TTP) suicide bomber on a motorcycle drove into the crowd of first-responders and on-lookers after a small improvised explosive device was detonated inside the retail and hotel complex. He detonated his explosives, causing an unspecified number of casualties and damaging nearby stores and vehicles. In total, at least 35 people were killed and 80 others were injured. Those killed included two journalists working for The News and Pakistan Today. The force of the explosions destroyed over 20 shops near the blast site and the Darra Adamkhel chapter of the TTP claimed responsibility for the attacks in a phone call to The News correspondent in Kohat. He said nobody else but tribal elders from Khyber Agency were the target of the bombings. However, he didn't provide the names of the tribal elders and was unaware if they had been killed. Three suspects were arrested in connection with the attack."
201106110007,2011,6,11,92,India,6,South Asia,Bihar,Jamui,,,,1,"The attack took place in Nimatand village, Jamui, Bihar, India.","06/11/2011: On Saturday, in Nimatand village, Jamui, Bihar, India, Communist Party of India-Maoists (CPI-M) kidnapped civilian identified as Javed Ansari. On the morning of 06/13/2011, the militants hacked Ansari to death. Police recovered the body of Ansari from the Salaiya village and also recovered a leaflet near the body claiming responsibility for the attack. The Maoists claimed that the victim was killed for his alleged involvement in seeking extortion in the name of the Maoists."
201106110008,2011,6,11,182,Somalia,11,Sub-Saharan Africa,Bakool,Hudur,4.123091,43.890845,1,0,,"06/11/2011: On Saturday, in Hudur, Bakol, Somalia, unidentified militants abducted eight Somali elders that had been accused of helping the Somali government by unknown means. No casualties were reported and the status of the hostages is unknown. No group claimed responsibility, but the militant group al-Shabaab was thought to be responsible for the attack."
201106110009,2011,6,11,167,Russia,9,Eastern Europe,Ingushetia,Nesterovskaya,43.24,45.0554,1,0,"The attack took place outside a brick factory in the Sunzhensky District, Ingushetia, Russia.","06/11/2011: On Saturday night around 2350, in the village of Nesterovskaya, Sunzhensky District, Ingushetia, Russia, unidentified militants opened fire on three police officers talking outside of a brick factory. Two officers were wounded, and the third was killed instantly. The officers were currently off duty at the time of the attack. No other casualties were reported and no group has claimed responsibility for the attack."
201106110010,2011,6,11,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Yenagoa,4.95,6.333333,1,0,"At a house in the suburb of Biogbolo in Yenagoa, Bayelsa, Nigeria.","06/11/2011: On Saturday morning around 1100, in the suburb of Biogbolo in Yenagoa, Bayelsa, Nigeria, suspected militants fired upon the vehicle of General Ebi Albert, killing him and his driver while injuring a police escort. It is unknown if the attack caused any property damage. No group claimed responsibility for the attack."
201106110012,2011,6,11,4,Afghanistan,6,South Asia,Kandahar,Arghandab,31.650027,65.650018,1,0,"The attack took place on a road in the Arghandab district of Kandahar, Afghanistan.","06/11/2011: On Saturday morning at 1000, in the Arghandab district of Kandahar, Afghanistan, suspected Taliban militants detonated an improvised explosive device targeting a passenger bus. The blast killed at least 15 civilians, including eight children, injured one other and damaged the bus. No group claimed responsibility, but the Taliban was suspected."
201106110013,2011,6,11,4,Afghanistan,6,South Asia,Khost,Khost,33.336728,69.923834,1,0,"The attack took place at the entrance of a police compound in Khost city, Khost province, Afghanistan.","06/11/2011: On Saturday morning around 0730, in Khost city, Khost province, Afghanistan, a suspected Taliban suicide bomber detonated his explosive vest at the entrance to a police compound while targeting the provincial police commander's vehicle. The police commander, identified only as Colonel Zaher, and his two bodyguards were killed and 23 other people, mostly civilians, were injured. The blast damaged the police vehicle and no group claimed responsibility for the attack."
201106120002,2011,6,12,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15,1,0,"At a beer parlor in Maiduguri, Borno, Nigeria.","06/12/2011: On Sunday night, in Maiduguri, Borno, Nigeria, unidentified militants on a motorcycle armed with Kalashnikov rifles opened fire on civilians who were drinking at a beer parlor in the Bulunkutu area, killing four civilians in the area. No group claimed responsibility for the attack, but Boko Haram militants are suspected."
201106120003,2011,6,12,146,Niger,11,Sub-Saharan Africa,Agadez,Arlit,,,,0,"The attack took place in an unknown area in Arlit, Agadez, Niger.","06/12/2011: On Sunday, in Arlit, Agadez, Niger, unidentified militants opened fire on military forces in the area, killing one soldier and wounding six others while one militant was also killed during the exchange of fire. After the attack was over the soldiers seized a vehicle containing 640 kilograms of explosives, 435 detonators, various military weapons and 90,000 American dollars in cash. No group claimed responsibility for the attack, although Al Qaeda in the Islamic Maghreb (AQIM) militants were suspected."
201106120004,2011,6,12,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.057603,45.350534,1,0,The incident occurred in Yaqshid district in Mogadishu.,"06/12/2011: On Sunday evening, in Mogadishu, Banaadir, Somalia, suspected al-Shabaab militants opened fire on football teams during a match in the Yaqshid area, killing one woman and wounding three players. Al-Shabaab has banned the playing or watching of the sport due to its Christian origin. No group claimed responsibility for the attack, but al-Shabaab militants are suspected."
201106120005,2011,6,12,209,Turkey,10,Middle East & North Africa,Sirnak,Sirnak,,,,0,,"06/12/2011: On Sunday night around 2300, in Sirnak city, Sirnak province, Turkey, an improvised explosive device that was planted by unidentified militants detonated and wounded at least 11 civilians. The people were celebrating the victory of Kurdish candidates in the parliamentary election. The blast caused an unknown amount of property damage. No other casualties were reported and no group has claimed responsibility."
201106120006,2011,6,12,153,Pakistan,6,South Asia,Islamabad Capital Territory,Islamabad,33.708988,73.053857,1,1,"In Bara Kahu near the Malpur area outside of Islamabad city, in Islamabad Capital Territory, Pakistan.","06/12/2011: On Sunday, in Bara Kahu near the Malpur area outside of Islamabad city, in Islamabad Capital Territory, Pakistan, an improvised explosive device planted by unidentified militants detonated, injuring six people, including a father and his son riding a motorcycle and a man travelling in a car, and damaged several vehicles. Police said it could have been an old explosive device that was buried a long time ago. The specific motive for the attack is unknown; however, the blasts come as CIA chief Leon Panetta is in Pakistan to mend ties between Washington and Islamabad. Police said it could have been an old explosive device that was buried a long time ago. No group claimed responsibility for the attack."
201106120007,2011,6,12,95,Iraq,10,Middle East & North Africa,Babil,Hillah,32.483494,44.433269,1,1,"The attack took place near Al Hillah, Babil, Iraq.","06/12/2011: On Sunday, near Al Hillah, Babil, Iraq, unknown gunmen shot and killed a Sahwa militia leader and his wife. No group claimed responsibility."
201106120008,2011,6,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.27264,44.299996,1,0,"The attack took place in the Jihad area in Baghdad, Baghdad, Iraq.","06/12/2011: On Sunday, in the Jihad area, Baghdad, Baghdad, Iraq, unknown assailants detonated two improvised explosive devices near a football playground. The blasts killed three civilians, wounded fourteen others, and caused an unknown amount of property damage to the playground. No group claimed responsibility."
201106120009,2011,6,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,"The attack took place in Baghdad, Baghdad, Iraq.","06/12/2011: On Sunday, in Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to the car of a senior municipal official. The blast wounded the official and caused an unknown amount of property damage. No group claimed responsibility."
201106120011,2011,6,12,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.34,43.13,1,0,"The attack took place in Mosul, Ninawa, Iraq.","06/12/2011: On Sunday, in Mosul, Ninawa, Iraq, unknown assailants detonated an improvised explosive device under the car of Husamuddin Saadoun, a local council member. The blast caused no casualties and caused an unknown amount of property damage to the car. No group claimed responsibility."
201106130001,2011,6,13,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.46883,44.39098,1,0,"The attack took place in Kirkuk, At Ta'mim, Iraq,","06/13/2011: On Monday night, in Kirkuk, At Ta'mim, Iraq, unknown gunmen with silenced weapons shot and killed Abdul-Wahid Attiya, a former Iraqi Army brigadier general, inside his car. No group claimed responsibility."
201106130002,2011,6,13,95,Iraq,10,Middle East & North Africa,Babil,Musayib,32.778611,44.29,1,0,"The attack took place in Al Musayyib, Babil, Iraq.","06/13/2011: On Monday, in Al Musayyib, Babil, Iraq, unknown assailants detonated a sticky improvised explosive device attached to the car of an off duty policeman. The blast killed the policeman and caused an unknown amount of property damage to the car. No group claimed responsibility."
201106130003,2011,6,13,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.364161,44.38269,1,0,"The attack took place near the Al Taleea Theater in the Waziriya neighborhood, Baghdad, Baghdad, Iraq.","06/13/2011: On Monday, in the Waziriya neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device near the Al Taleea Theater. The blast wounded two civilians and caused an unknown amount of property damage to the theater. No group claimed responsibility."
